genre,channel,sender,date,message
variety,#totalbiscuit,halanaestra,1497904467149,cynicalBaby
chill,#enviosity,krille84,1497904467896,play my level envi
variety,#totalbiscuit,gertaiusthelich,1497904468797,That fucking scared me
variety,#totalbiscuit,nexusthe9560th,1497904469123,cynicalUL
chill,#shenryyr,quipark,1497904469759,shenLurk shenLurk shenLurk shenLurk shenLurk shenLurk shenLurk shenLurk
variety,#totalbiscuit,kheon,1497904470489,TRAPIRE
chill,#enviosity,gypsywolfboy,1497904470569,!quote 194
chill,#shenryyr,steel_zenith,1497904470612,"influence Portugal to communism, use it as a staging ground for Spanish invasion, then invade europe"
chill,#shenryyr,dizzydean96,1497904471711,This game is hilarious
chill,#shenryyr,onionmaster32,1497904471950,shenExcite shenExcite shenExcite shenExcite shenExcite shenExcite shenExcite shenExcite shenExcite shenExcite shenExcite shenExcite shenExcite shenExcite shenExcite shenExcite shenExcite shenExcite shenExcite shenExcite shenExcite shenExcite shenExcite shenExcite shenExcite
variety,#totalbiscuit,limmitingzero,1497904472134,cynicalBabyonions
chill,#shenryyr,shlomo122,1497904472941,@shenryyr Russia going for war with japan their puppet 4Head
variety,#totalbiscuit,thorthane,1497904473260,cynicalMyeyes
chill,#enviosity,spyboy690,1497904474454,don't play my level envi
variety,#totalbiscuit,ricekeks,1497904475242,cynicalWTF
variety,#totalbiscuit,theslikbandit,1497904477461,cynicalWTF
chill,#enviosity,spyboy690,1497904477739,it worked Kappa
variety,#totalbiscuit,spoiled_de,1497904478023,Abushed by foul invention!
variety,#totalbiscuit,dadeste,1497904478328,trapire lol
variety,#totalbiscuit,greytalon,1497904480592,Trapire
variety,#totalbiscuit,spoiled_de,1497904483226,*Ambushed
variety,#totalbiscuit,azureblu,1497904483459,yaay rng.....
chill,#shenryyr,powderless,1497904484516,LOL
chill,#enviosity,jared_gaming_,1497904485251,!quote 1
chill,#shenryyr,drfreppa,1497904485309,No comments :(
variety,#totalbiscuit,gneeder,1497904485440,Beware of the Trapire
variety,#totalbiscuit,marinealver,1497904485558,Ambush
chill,#enviosity,automaticrobot,1497904485626,"Quote #1: ""Are there controls?"""
chill,#shenryyr,mampffred,1497904486839,wow what happend so far today?
chill,#shenryyr,wh1ppets,1497904488283,shen say bela ruse
chill,#shenryyr,lemurlord,1497904489310,LOL
chill,#enviosity,spyboy690,1497904489460,no
chill,#shenryyr,grinbringer,1497904489594,:D
variety,#totalbiscuit,piratecap,1497904490606,"the stakes were high, tb? ;)"
chill,#enviosity,spyboy690,1497904491050,no controls
variety,#totalbiscuit,calibrono,1497904494353,!uptime
chill,#enviosity,jared_gaming_,1497904494668,These* Jebaited
chill,#shenryyr,lemurlord,1497904495398,I swear they just randomly click buttons
chill,#shenryyr,epic_hedgehog,1497904496363,German republic - wut? WutFace
variety,#totalbiscuit,lunaraia,1497904499315,Totalbiscuit DO NOT let him get 150 stress he will die from an anurism!!!
chill,#shenryyr,chrismen3,1497904502556,Russia and Japan; a dynamic duo
chill,#shenryyr,nvanleen,1497904507897,"Shen, does china still have its own faction? if so, nomnom?"
variety,#totalbiscuit,sagevallant,1497904509647,Crimson Court is out? Tell me about the new guy! PogChamp
chill,#enviosity,doomedrpgthesuperking,1497904512513,Envi I hope you get better soon @enviosity
chill,#enviosity,gbguy,1497904513192,!title
chill,#enviosity,nightbot,1497904513672,gbguy -> Current Stream Title: Sick :(
chill,#shenryyr,jornade,1497904515327,exorcize!
chill,#enviosity,spyboy690,1497904517345,have you turned on tilt controls? Kappa
variety,#totalbiscuit,lunaraia,1497904518096,200 i mean
chill,#shenryyr,arnoldhotzendorf,1497904518203,lul
variety,#totalbiscuit,theslikbandit,1497904520956,inb4 Vampire Hunter
variety,#totalbiscuit,schattenmensch,1497904521905,Depends on your lore! I've seen games where vampires where made!
variety,#totalbiscuit,damnusername,1497904522241,the heart attack is at 200 stress
variety,#totalbiscuit,lunaraia,1497904523953,gah keep forgetting that change
chill,#shenryyr,denispsy,1497904525012,KappaPride
variety,#totalbiscuit,thorthane,1497904526805,Can you not heal out of battle?
variety,#totalbiscuit,spoiled_de,1497904527028,like van hellsing? :D
variety,#totalbiscuit,deadisation,1497904528608,he can only go above it after he has hit 100 in a battle ?
chill,#shenryyr,cocogh,1497904528855,national fitness program
variety,#totalbiscuit,lunaraia,1497904533463,still if they reach max stress twice he just DIES
chill,#shenryyr,scerion_tx,1497904534336,Exercise?!? Shen will be doing Wii U Fit on stream!?! Kappa
chill,#shenryyr,cdupuy1234,1497904537608,Russia Curly Japan Moe where is the third idiot
chill,#enviosity,spyboy690,1497904539081,ad monkaS
chill,#shenryyr,kivinuudel,1497904539303,Is it possible to fix end game lah?
chill,#shenryyr,l4r5man,1497904540592,I cannot unhear that
chill,#shenryyr,wh1ppets,1497904541410,shen how you say Belarus is bela and ruse
variety,#totalbiscuit,mtgrooster,1497904543346,The flagellant has gone above 100 stress I see
chill,#shenryyr,mmendez12,1497904546040,So @shenryyr who is the next target for American liberation?
chill,#shenryyr,jegfaaraldri,1497904546473,Shen trying to move the earth closer towards the sun by having millions of people do push ups at the same time
variety,#totalbiscuit,gforsie,1497904546700,@Lunaraia He has higher than normal death blow resistance. He is less likely to die from a heart attack than any other character
variety,#totalbiscuit,filipmagnus,1497904547987,Van Helsing class confirmed for next DLC?
variety,#totalbiscuit,ardbug,1497904548049,Thorthane only by camping or with food
chill,#enviosity,jared_gaming_,1497904549343,Ads WutFace
chill,#shenryyr,nvanleen,1497904552661,aww
variety,#totalbiscuit,tba_b,1497904552920,"TB, did you know that the world is a vampire?"
variety,#totalbiscuit,thorthane,1497904554894,ah
chill,#enviosity,gbguy,1497904555412,Since your levels are so bad Enviosity it's very considerate of you to never upload them
chill,#shenryyr,durpyfuc,1497904562195,PRC
chill,#shenryyr,leninzegreat,1497904568427,@Wh1ppets Which pronunciation is that?
chill,#enviosity,spyboy690,1497904570412,that was a cool ad I guess monkaS
variety,#totalbiscuit,lunaraia,1497904573659,GForsie once you reach tmax stres for the second time you just die
chill,#shenryyr,drfreppa,1497904574043,When is Shens next VR stream? 🤔
variety,#totalbiscuit,palidus92,1497904574676,"Think it's up, you find it on the way too the room up top."
variety,#totalbiscuit,markzetsu,1497904577341,Burn it
chill,#shenryyr,durpyfuc,1497904581026,CHINA NUMBER ONE!
variety,#totalbiscuit,lonerarchon,1497904582868,I know ubisoft is a vampire
chill,#shenryyr,millwheel,1497904583246,It's been 7 years and you still haven't conquered Mexico
variety,#totalbiscuit,tyklin_crossroads,1497904585315,cynicalGen2
variety,#totalbiscuit,luvonna,1497904587602,"Markzetsu Tried, doesn't do anything."
chill,#shenryyr,millwheel,1497904592361,Illegal immigrants are massing on the border
chill,#shenryyr,acman1013,1497904593059,@shenryyr As the soviets i puppeted germany and they did the invade ussr focus
chill,#shenryyr,steel_zenith,1497904594065,marines are high
chill,#shenryyr,durpyfuc,1497904595350,BigBrother
variety,#totalbiscuit,markzetsu,1497904595391,cynicalWTF
variety,#totalbiscuit,lunaraia,1497904596240,SPIDERS!!!! <3
variety,#totalbiscuit,tba_b,1497904596658,"Lone, you mean ubishit?"
variety,#totalbiscuit,theslikbandit,1497904599110,SPOODERS
variety,#totalbiscuit,dadeste,1497904601660,not spiders!
variety,#totalbiscuit,schattenmensch,1497904602375,didn't we find it up top last time? or am i crazy?
variety,#totalbiscuit,junberry,1497904603421,Spiders why! cynicalWTF
chill,#shenryyr,exe19g,1497904604149,Hello Shen! Are you communisming the rest of american continent?
chill,#enviosity,nonperformer,1497904604608,more poop ads please
variety,#totalbiscuit,sagevallant,1497904606544,The old enemies are the worst enemies LUL
chill,#shenryyr,chrismen3,1497904607473,Concour China it goes well with the Japan you already got Kappa
variety,#totalbiscuit,markzetsu,1497904608669,"@Luvonna Oh I missed it, thanks!"
variety,#totalbiscuit,lonerarchon,1497904612793,what did I say?
chill,#enviosity,spyboy690,1497904615489,still can't get bits from ads FeelsBadMan
variety,#totalbiscuit,tba_b,1497904620332,Ubisoft :P
chill,#enviosity,spyboy690,1497904620510,FeelsEUMan
variety,#totalbiscuit,deadisation,1497904622688,"well, lets watch as dodger gets cynicalDead"
chill,#shenryyr,shankmasterjoness,1497904628708,@shenryyr do you have new war plans in mind?
variety,#totalbiscuit,lonerarchon,1497904632088,oh yeah ubishit
chill,#shenryyr,willtellu,1497904633246,"I think you need to give orders first so that recruited units have a ""destination"""
variety,#totalbiscuit,mtgrooster,1497904637266,"man, TB, how do you randomly get 11.5 thousand viewers, you make sc2 look like such a dead game"
variety,#totalbiscuit,lonerarchon,1497904637412,my mistake
variety,#totalbiscuit,thephoenixwylde,1497904639415,Why does it always have to be spider cynicalWTF
chill,#shenryyr,white_knighty,1497904646553,cake1
variety,#totalbiscuit,ardbug,1497904647238,how potent is that bleed from the new character ?
variety,#totalbiscuit,azureblu,1497904650402,spoopders
chill,#enviosity,jared_gaming_,1497904651501,@spyboy690 come to US OpieOP
variety,#totalbiscuit,schattenmensch,1497904652870,the spiders are only dangerous if both kinds are alive ^^
chill,#shenryyr,wh1ppets,1497904655717,@leninzegreat lot of people tend to say it wrong so i think of it as two words bela and ruse but without the leter E
chill,#shenryyr,aliulo,1497904655720,Trying to communism the Americas would probably spark off a conflict with the Allies.
chill,#enviosity,spyboy690,1497904656366,WutFace
variety,#totalbiscuit,notoriousboss7,1497904664790,Hello everzone
variety,#totalbiscuit,mtgrooster,1497904666134,@Ardbug 3pts per turn a lvl 1 it seems
chill,#enviosity,shadow135764,1497904666830,http://i3.kym-cdn.com/photos/images/facebook/000/943/724/96d.png
variety,#totalbiscuit,sagevallant,1497904668172,200 is guaranteed lethal SeemsGood
chill,#shenryyr,shlomo122,1497904668369,FeelsBadMan
chill,#shenryyr,mampffred,1497904669027,what happend in Europe?
chill,#enviosity,spyboy690,1497904670154,Loriithe
chill,#enviosity,jared_gaming_,1497904670546,It's nice here OpieOP
variety,#totalbiscuit,lunaraia,1497904674996,totalbiscuit if you reach 200 he has a stroke or heartattack and dies
variety,#totalbiscuit,gforsie,1497904678947,"@Lunaraia Untrue. If you are at death door (ergo at 0 health) and then get a heart attack, it's a 100% chance to die. If you hit 200 stress while you're above 0 hp you can survive"
variety,#totalbiscuit,ardbug,1497904679582,mtgrooster alright thanks :)
chill,#shenryyr,shlomo122,1497904686900,50/50
chill,#enviosity,shadow135764,1497904688082,@SpyBoy690 check the linm
chill,#enviosity,spyboy690,1497904688223,Loriithe's mii has seen some shit
chill,#shenryyr,scerion_tx,1497904688587,Sure shlomo122 whatevvvvver you say Kappa
chill,#enviosity,waisillenst,1497904688590,@SpyBoy690 yes
chill,#shenryyr,aliulo,1497904689706,"So, beh-lah-roos, Wh1ppets?"
chill,#enviosity,shadow135764,1497904690904,link*
chill,#shenryyr,drfreppa,1497904695674,shlomo is trapped :(
chill,#shenryyr,steel_zenith,1497904697246,"hang on, you have arty doctrine yet no line artillery?"
chill,#enviosity,gbguy,1497904699946,shadow135764 that face WutFace it's like pepe's been disescted
chill,#enviosity,spyboy690,1497904703434,waisillenst your mii has seen some shit
variety,#totalbiscuit,lunaraia,1497904706046,GF would explain why none of my guys have survived the ncuss i usually hit it when i get in over my head
chill,#enviosity,spyboy690,1497904709893,shadow135764 right in the feels FeelsBadMan
chill,#enviosity,waisillenst,1497904711182,lol
variety,#totalbiscuit,unleash696,1497904712594,cynicalUL
chill,#enviosity,shadow135764,1497904713049,@gbguy OH NO not just disescted WutFace
variety,#totalbiscuit,deadisation,1497904714836,"lets not do that again, GG"
variety,#totalbiscuit,encuser,1497904715499,SHIEEEET
variety,#totalbiscuit,theslikbandit,1497904715638,WTF
chill,#shenryyr,white_knighty,1497904716666,Listen to Беларусь in google translator
variety,#totalbiscuit,dovmbl,1497904718347,cynicalUL cynicalUL cynicalUL
variety,#totalbiscuit,mtgrooster,1497904718507,@Cersox at least let them die together
variety,#totalbiscuit,psfanatic,1497904718621,cynicalUL
variety,#totalbiscuit,lunaraia,1497904718913,LOOOOOOOOOOOL
variety,#totalbiscuit,damnusername,1497904718990,lol
variety,#totalbiscuit,cptbadshot,1497904719030,welp
variety,#totalbiscuit,sagevallant,1497904719349,LUL
variety,#totalbiscuit,ardbug,1497904719612,LOL
variety,#totalbiscuit,greyfroggy21,1497904719746,LUL
variety,#totalbiscuit,markzetsu,1497904719944,cynicalUL
variety,#totalbiscuit,mrranderas,1497904719970,GG
variety,#totalbiscuit,marcos4912,1497904720203,cynicalUL
variety,#totalbiscuit,lonerarchon,1497904721088,cynicalDead
chill,#enviosity,shadow135764,1497904723472,@SpyBoy690 ikr FeelsBadMan shipping over amazon +30$
variety,#totalbiscuit,limmitingzero,1497904724582,cynicalWTF
variety,#totalbiscuit,echidnaguy,1497904724679,dayGG dayGG dayGG
variety,#totalbiscuit,damnusername,1497904724910,cynicalUL cynicalUL cynicalUL cynicalUL cynicalUL
variety,#totalbiscuit,lunaraia,1497904725048,DO NOT FEED THE VAMPIRE!!!
variety,#totalbiscuit,regnir147,1497904726551,curiousity killed the biscuit
variety,#totalbiscuit,schattenmensch,1497904726722,Nice :D
variety,#totalbiscuit,halanaestra,1497904727790,doogLaugh doogLaugh
variety,#totalbiscuit,thephoenixwylde,1497904728771,cynicalWTF cynicalWTF cynicalWTF cynicalWTF cynicalWTF
variety,#totalbiscuit,junberry,1497904728960,cynicalDead
variety,#totalbiscuit,thorthane,1497904729798,cynicalUL
variety,#totalbiscuit,doonbackfighter,1497904730193,lol
variety,#totalbiscuit,greytalon,1497904730612,GG no re
variety,#totalbiscuit,talismaniac77,1497904730921,Oops.
variety,#totalbiscuit,greyfroggy21,1497904731319,cynicalUL cynicalUL cynicalUL cynicalUL
variety,#totalbiscuit,piratecap,1497904732473,cynicalOhgodwhy
variety,#totalbiscuit,deadisation,1497904734297,"its like the Void, a bad time"
variety,#totalbiscuit,theslikbandit,1497904736220,cynicalUL cynicalUL cynicalUL cynicalUL cynicalUL cynicalUL
variety,#totalbiscuit,ricekeks,1497904737881,cynicalWTF
variety,#totalbiscuit,kanthes,1497904739115,cynicalDead cynicalDeadcynicalDead
variety,#totalbiscuit,ardbug,1497904742024,diaLUL
variety,#totalbiscuit,tielknight,1497904742417,Curiousity killed the biscuit
chill,#shenryyr,willtellu,1497904743244,so democracy wins
chill,#shenryyr,moobot,1497904743433,Topic: Communist States of Murica boissss shenStory in HOI4 (by residentsheeper 3h ago)
chill,#shenryyr,born2bwrong,1497904743595,...and the allies lost to germany
variety,#totalbiscuit,falcata21,1497904743647,cynicalGoose
chill,#shenryyr,lemurlord,1497904745965,The allies are pretty crap at teaching lessons
variety,#totalbiscuit,redsinder,1497904746895,"so giving bones blood ""revives"" them... interesting"
variety,#totalbiscuit,lunaraia,1497904748428,is that a spider partially merged with a human?
chill,#enviosity,jared_gaming_,1497904748812,CoolStoryBob
variety,#totalbiscuit,schattenmensch,1497904749247,THE REWARD IS WELL WORTH IT!
chill,#enviosity,jared_gaming_,1497904750274,CoolStoryBob CoolStoryBob
chill,#shenryyr,zigran_zigrus,1497904750633,I've only heard Bell-Ar-Uus until now
chill,#enviosity,spyboy690,1497904751174,shadow135764 I know I asked you this before but I forgot OpieOP how did you start to get ad bits?
chill,#enviosity,krille84,1497904751479,Hello! OK!
chill,#enviosity,stoffel91,1497904751556,TearGlove You failed! TearGlove
variety,#totalbiscuit,krisviking,1497904751655,Looks like Jim Sterling's recent character
variety,#totalbiscuit,homecastle,1497904752666,"please sir don't feed the vampires, they're a bloody pest already"
chill,#enviosity,jared_gaming_,1497904753015,CoolStoryBob CoolStoryBob CoolStoryBob
variety,#totalbiscuit,lonerarchon,1497904753264,cynicalUL cynicalUL cynicalUL
variety,#totalbiscuit,danielsviper,1497904753955,admin failed at emotes?
chill,#shenryyr,bocator,1497904754527,Democracy DatSheffy
chill,#enviosity,spyboy690,1497904756372,Hello!
variety,#totalbiscuit,gforsie,1497904757114,"@Lunaraia Also if you don't like the heart attack mechanic, you can turn that off i believe"
chill,#enviosity,gbguy,1497904757615,nailed it jared_gaming_
chill,#shenryyr,najtszak,1497904762403,"albania is like, naaaaah no allies needed"
chill,#shenryyr,mufffinns,1497904762550,do you like russia? Shen
chill,#shenryyr,tame_squirrel,1497904763166,"just call it ""white russia"" shenRage"
variety,#totalbiscuit,damnusername,1497904764026,yup
variety,#totalbiscuit,notoriousboss7,1497904764641,first TB chat experience. decided to sub recently after calculating that I have spent 500+ hours listening to the podcast... cynicalGen2
chill,#shenryyr,mampffred,1497904764692,FREEDOM
chill,#enviosity,jared_gaming_,1497904766162,@krille84 OpieOP
chill,#shenryyr,apacheese,1497904768480,Democracy FeelsBadMan
chill,#shenryyr,cdupuy1234,1497904770091,@shenryyr you could start the second Spanish civil with a communist coup
chill,#enviosity,shadow135764,1497904772848,@SpyBoy690 CoolStoryBob i was lucky
chill,#shenryyr,wh1ppets,1497904773564,@zigran_zigrus it has no AR
chill,#enviosity,xxicayxx,1497904774368,OpieOP
chill,#enviosity,xxicayxx,1497904775894,OpieOP OpieOP
chill,#shenryyr,durpyfuc,1497904777728,Hungary and Slovakia allies lol DendiFace
chill,#shenryyr,shlomo122,1497904777739,DansGame
chill,#enviosity,xxicayxx,1497904778042,OpieOP OpieOP OpieOP
chill,#enviosity,spyboy690,1497904778344,shadow135764 FeelsBadMan
variety,#totalbiscuit,damnusername,1497904780281,the heart attack was added later because of people stresstanking
chill,#enviosity,jared_gaming_,1497904780551,Jebaited
variety,#totalbiscuit,schattenmensch,1497904781407,I fucking love the design on these guys :D
chill,#shenryyr,drunk_duck,1497904781610,my free Belarus FeelsGoodMan
chill,#enviosity,xxicayxx,1497904783264,FeelsBadMan
chill,#enviosity,elasteelart,1497904784670,we don't hear anything
chill,#shenryyr,hedgehog3180,1497904784985,Spanish-American war 2: Electric Bogaloo
chill,#enviosity,spawnlink_,1497904785475,mic's muted
variety,#totalbiscuit,deadisation,1497904786470,"welcome, great times to be had"
chill,#enviosity,enviosity,1497904787846,Kappa
chill,#shenryyr,shlomo122,1497904787993,🔫 GivePLZ
variety,#totalbiscuit,lunaraia,1497904788190,GForsie I don't think you can though I have never really let it get to that point more than once or twice
chill,#enviosity,lanydelrey,1497904788691,Hulllo
chill,#enviosity,waisillenst,1497904789171,kappa1 23
variety,#totalbiscuit,spoiled_de,1497904789755,gotta love the nightmarish feel of the enemies
variety,#totalbiscuit,wfletch1,1497904791549,"wow, I am surprised to see the buy now button on twich already. I thought that was a theoretical change, not one that was imminent. cynicalConfused"
chill,#shenryyr,duruial,1497904791740,Never trust Ciroth :)
chill,#enviosity,spyboy690,1497904792984,Kappa
chill,#enviosity,lanydelrey,1497904792997,enviLurk
chill,#shenryyr,mav12222,1497904795065,#blame shlomo
chill,#enviosity,jared_gaming_,1497904795625,Kappa
variety,#totalbiscuit,ricekeks,1497904796436,He looks... thirsty
chill,#enviosity,xxicayxx,1497904796776,Where is envi?
variety,#totalbiscuit,ardbug,1497904796970,wow MORE emotes ?? lovely :)
chill,#shenryyr,bocator,1497904798714,\ D: / 🔫
chill,#shenryyr,theciroth,1497904799288,I am looking forward to the XCOM2 DLC coming.
chill,#shenryyr,shlomo122,1497904799706,🔫 TakeNRG
chill,#shenryyr,dizzydean96,1497904802019,Commiefy Spain
chill,#shenryyr,shen_chair_bot,1497904802538,FeelsBadMan shlomo has been blamed 2550 times for this Bullcrap
variety,#totalbiscuit,gforsie,1497904804307,"@Notoriousboss7 You gotta pump these numbers, those are rookie numbers!"
variety,#totalbiscuit,damnusername,1497904804780,"IE getting to 100 stress and getting a not-horrible break, so just never healing"
chill,#enviosity,elasteelart,1497904804956,snacks Kreygasm
variety,#totalbiscuit,thorthane,1497904806993,The art style of this game is cool
chill,#enviosity,spyboy690,1497904809272,shadow135764 how much did you suck off molster? KappaPride
chill,#enviosity,jared_gaming_,1497904811724,WutFace
chill,#shenryyr,theciroth,1497904811897,Never trust shlomo122
chill,#enviosity,jared_gaming_,1497904812961,WutFace WutFace
chill,#enviosity,jared_gaming_,1497904814513,WutFace WutFace WutFace
chill,#enviosity,stoffel91,1497904814523,ACTION SabaPing Meep! No pyramids! Meep! SabaPing
chill,#enviosity,jared_gaming_,1497904815892,WutFace WutFace
chill,#enviosity,xxicayxx,1497904816129,z
chill,#shenryyr,shlomo122,1497904817035,^
chill,#enviosity,jared_gaming_,1497904817135,WutFace
chill,#shenryyr,exztralarge,1497904818007,@TheCiroth your beard is amazing
chill,#shenryyr,aliulo,1497904818682,"HAH, Hungary is the boss of the Axis, that's hilarious."
chill,#enviosity,elasteelart,1497904821533,pyramid rekt
chill,#enviosity,jared_gaming_,1497904821875,BibleThump
chill,#enviosity,jared_gaming_,1497904823244,BibleThump BibleThump
chill,#enviosity,krille84,1497904824116,4Head
chill,#enviosity,xxicayxx,1497904824374,WutFace
chill,#shenryyr,theciroth,1497904824407,lol thanks ExztraLarge
chill,#enviosity,jared_gaming_,1497904824921,BibleThump BibleThump BibleThump
chill,#enviosity,gbguy,1497904825093,Lany's playing monkaS
variety,#totalbiscuit,thephoenixwylde,1497904825820,cynicalDead cynicalDead cynicalDead cynicalDead
variety,#totalbiscuit,greyfroggy21,1497904826181,cynicalDead cynicalDead
chill,#enviosity,jared_gaming_,1497904826254,BibleThump
chill,#enviosity,gbguy,1497904827553,ACTION quietly logs off in fear
variety,#totalbiscuit,lunaraia,1497904828194,badum badum badum Death... is close
variety,#totalbiscuit,mtgrooster,1497904829851,"wait, no food???!!!"
chill,#enviosity,stoffel91,1497904829857,BibleThump
variety,#totalbiscuit,damnusername,1497904830193,time for a double deaths door
chill,#shenryyr,villagernumberthree,1497904830474,"Just got here, wtf is the German republic?!"
variety,#totalbiscuit,oremir,1497904830578,@TotalBiscuit Why arn't you using the Flagelents Healing Skill? the one that can heal other people. The bleed should be fine cause of insanguinate.
chill,#enviosity,xxicayxx,1497904831680,WutFace WutFace
variety,#totalbiscuit,lonerarchon,1497904833778,cynicalDead
chill,#enviosity,xxicayxx,1497904835119,What is this chat
chill,#enviosity,jared_gaming_,1497904835374,Jebaited
variety,#totalbiscuit,spoiled_de,1497904835949,cynicalDead cynicalDead cynicalDead cynicalDead
chill,#enviosity,spawnlink_,1497904837753,snacks are muted
chill,#shenryyr,leninzegreat,1497904839254,"@Wh1ppets Yea I know about that conflict of pronunciation. I still use ""Belarussia"" though :P"
variety,#totalbiscuit,mightybnuu,1497904839700,Use a torch to cauterize the wounds!
variety,#totalbiscuit,straga,1497904843719,did we kill the croc?
chill,#shenryyr,theciroth,1497904844357,"VillagerNumberThree, Germany gave up the war early"
variety,#totalbiscuit,luvonna,1497904844633,mtgrooster Already ate it all.
variety,#totalbiscuit,the_dawnseeker,1497904846115,doogRIP doogRIP
variety,#totalbiscuit,marinealver,1497904846396,blood?
chill,#shenryyr,exztralarge,1497904847206,@TheCiroth I wish mine wasn't all pachy
variety,#totalbiscuit,falcata21,1497904849067,cynicalOhgodwhy
chill,#enviosity,jared_gaming_,1497904849469,GivePLZ
variety,#totalbiscuit,schattenmensch,1497904851148,"My strategy at this point would be ""hope they have a good deathblow resist"" :D"
chill,#enviosity,jared_gaming_,1497904851205,GivePLZ GivePLZ
variety,#totalbiscuit,luvonna,1497904851598,Straga Yes.
chill,#shenryyr,villagernumberthree,1497904851856,Oh wow lol
variety,#totalbiscuit,lonerarchon,1497904852569,feed them blood?
chill,#enviosity,jared_gaming_,1497904853276,GivePLZ GivePLZ GivePLZ
chill,#enviosity,krille84,1497904854097,3
variety,#totalbiscuit,southscout,1497904854135,blood?
chill,#enviosity,stoffel91,1497904854403,TakeNRG
chill,#enviosity,jared_gaming_,1497904854545,GivePLZ GivePLZ
chill,#enviosity,shotgunninja,1497904854823,"bboyHair bboyHair bboyHair bboyHair bboyHair found my new favorite emote on Twitch, thanks @bounceyboy bboyHair bboyHair bboyHair bboyHair bboyHair bboyHair"
variety,#totalbiscuit,halanaestra,1497904855972,RIP Dodger and Genna...
variety,#totalbiscuit,talismaniac77,1497904856190,@straga yes
chill,#enviosity,gbguy,1497904858551,nailed it jared_gaming_
variety,#totalbiscuit,lunaraia,1497904858696,you can use blood to heal them?
variety,#totalbiscuit,encuser,1497904858970,just dont move Kappa
chill,#shenryyr,mufffinns,1497904859346,Shlomo is a good man
chill,#shenryyr,bocator,1497904860528,Never trust a mod
variety,#totalbiscuit,redsinder,1497904861115,hm... time to flee?
variety,#totalbiscuit,unleash696,1497904861426,here comes the door
chill,#shenryyr,millwheel,1497904862005,Do you have Pax Americana and the Preemptive one? It allows you to attack Venezuela
chill,#enviosity,elasteelart,1497904863627,xD
variety,#totalbiscuit,mtgrooster,1497904863826,"@Luvonna ah, ok, thought they had removed the macanic. whew"
chill,#shenryyr,dsmorrow,1497904864784,you get a claim on china w/ the marcus islands through the defense of pacific thing
variety,#totalbiscuit,gforsie,1497904865849,"@Lunaraia I don't know if you can turn off the various features during a run (like heart attack, corpses, etc.). Maybe you can only do that before starting a new save?"
variety,#totalbiscuit,sprinter220,1497904866077,get the hell outta here
chill,#shenryyr,ahoskova,1497905030706,I'm back
chill,#shenryyr,white_knighty,1497904868850,Unmod him Kappa
chill,#shenryyr,theciroth,1497904874129,"VillagerNumberThree, Germany declared on Russia, and DIDNT attack them...and let them walk in"
variety,#totalbiscuit,echidnaguy,1497904876930,F
chill,#enviosity,jared_gaming_,1497904878790,WutFace
variety,#totalbiscuit,mightybnuu,1497904879400,Retreat♪
chill,#enviosity,jared_gaming_,1497904880018,WutFace WutFace
variety,#totalbiscuit,greyfroggy21,1497904880374,F
chill,#shenryyr,cdupuy1234,1497904881472,We found the 3rd stooge
variety,#totalbiscuit,rowdrik,1497904881912,hope for deathdoor
variety,#totalbiscuit,lunaraia,1497904882347,GF perhaps not sure never remember such an option
variety,#totalbiscuit,markzetsu,1497904883044,F
chill,#shenryyr,fyropyro42,1497904884268,"Bye derps, bye shen, im off to work the woks. Goodluck eating China, be sure careful not to over eat shenDerp"
chill,#enviosity,xxicayxx,1497904884719,r
variety,#totalbiscuit,marinealver,1497904884922,cynicalDead cynicalDead cynicalDead cynicalDead
variety,#totalbiscuit,unleash696,1497904885356,I so hate the fact that you cannot heal out of combat
variety,#totalbiscuit,spoiled_de,1497904885898,F
variety,#totalbiscuit,halanaestra,1497904885920,Abort mission!
chill,#enviosity,stoffel91,1497904886120,if jared is as fast as he's building pyramids...
chill,#shenryyr,powderless,1497904887127,NO. shlomo pointed a gun to shen s head DansGame
variety,#totalbiscuit,damnusername,1497904888970,F
variety,#totalbiscuit,deadisation,1497904889312,"DO IT, keep going"
chill,#shenryyr,fyropyro42,1497904889501,Indigestion sucks
variety,#totalbiscuit,greytalon,1497904891009,Retreat
variety,#totalbiscuit,gophermanx,1497904891021,Continue onwards!
variety,#totalbiscuit,cosmickiss,1497904891104,F
chill,#shenryyr,wh1ppets,1497904891218,@leninzegreat it can be said differently witch is odd
variety,#totalbiscuit,lord_ned,1497904891255,so close...
chill,#enviosity,stoffel91,1497904891434,Kappa
variety,#totalbiscuit,lunaraia,1497904891580,let them die
variety,#totalbiscuit,mrranderas,1497904893768,youre like 3 steps from finishing
variety,#totalbiscuit,damnusername,1497904895058,keep going
variety,#totalbiscuit,junberry,1497904895164,cynicalDead cynicalDead cynicalDead cynicalDead cynicalDead
chill,#shenryyr,steel_zenith,1497904895177,no antitank?
chill,#shenryyr,mmendez12,1497904895229,I'm trustworthy Shen an I love you why I not mod Kappa
chill,#shenryyr,white_knighty,1497904895353,Bye @fyropyro42 cakeHi
variety,#totalbiscuit,lunaraia,1497904896096,They can take it!!!
chill,#enviosity,shotgunninja,1497904896244,enviG
variety,#totalbiscuit,newwillinium,1497904896353,Keep moving maybe and heal them immediatly when you enter the battle?
variety,#totalbiscuit,mightybnuu,1497904896739,"Marines, we are leaving!"
